snapshot_date,case_type,cart_id,status_a,substatus_a,age_days,exists_in_a,exists_in_b,hard_issue,warning,has_issue,any_mismatch,reasons,source_file_a,source_file_b
2026-01-27,warning,0006970,,,10.765439814814815,False,True,False,True,True,False,missing_in_a,,instance_b_2026-01-27.xlsx
2026-01-27,warning,0006973,,,25.623680555555556,False,True,False,True,True,False,missing_in_a,,instance_b_2026-01-27.xlsx
2026-01-27,warning,0006974,,,25.62383101851852,False,True,False,True,True,False,missing_in_a,,instance_b_2026-01-27.xlsx
2026-01-27,warning,0006975,,,39.42741898148148,False,True,False,True,True,False,missing_in_a,,instance_b_2026-01-27.xlsx
2026-01-27,warning,0006977,,,39.429710648148145,False,True,False,True,True,False,missing_in_a,,instance_b_2026-01-27.xlsx
2026-01-27,warning,0006978,,,25.62358796296296,False,True,False,True,True,False,missing_in_a,,instance_b_2026-01-27.xlsx
2026-01-27,warning,0006981,,,14.776979166666667,False,True,False,True,True,False,missing_in_a,,instance_b_2026-01-27.xlsx
2026-01-27,warning,0006982,,,14.77763888888889,False,True,False,True,True,False,missing_in_a,,instance_b_2026-01-27.xlsx
2026-01-27,warning,0006984,,,10.313530092592593,False,True,False,True,True,False,missing_in_a,,instance_b_2026-01-27.xlsx
2026-01-27,warning,0006985,,,14.777951388888889,False,True,False,True,True,False,missing_in_a,,instance_b_2026-01-27.xlsx
2026-01-27,warning,0006986,,,14.777349537037036,False,True,False,True,True,False,missing_in_a,,instance_b_2026-01-27.xlsx
2026-01-27,warning,0006987,,,14.77630787037037,False,True,False,True,True,False,missing_in_a,,instance_b_2026-01-27.xlsx
2026-01-27,warning,0006988,,,14.776597222222222,False,True,False,True,True,False,missing_in_a,,instance_b_2026-01-27.xlsx
2026-01-27,warning,0006989,,,17.510520833333334,False,True,False,True,True,False,missing_in_a,,instance_b_2026-01-27.xlsx
2026-01-27,warning,0006991,,,25.62234953703704,False,True,False,True,True,False,missing_in_a,,instance_b_2026-01-27.xlsx
2026-01-27,warning,0006992,,,14.776006944444445,False,True,False,True,True,False,missing_in_a,,instance_b_2026-01-27.xlsx
2026-01-27,warning,0006993,,,25.62383101851852,False,True,False,True,True,False,missing_in_a,,instance_b_2026-01-27.xlsx
2026-01-27,hard,CART0001001,Cancelled,Cancelled - Unsynchronized,80.47660879629629,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001002,Cancelled,Cancelled - Unsynchronized,95.50072916666667,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001004,Cancelled,Cancelled - Unsynchronized,80.34920138888889,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001005,Cancelled,Cancelled - Unsynchronized,80.34815972222222,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001006,Cancelled,Cancelled - Unsynchronized,61.328402777777775,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001007,Cancelled,Cancelled - Unsynchronized,80.34802083333334,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001008,Cancelled,Cancelled - Unsynchronized,80.47662037037037,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001010,Cancelled,Cancelled - Unsynchronized,76.16,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001011,Cancelled,Cancelled - Unsynchronized,76.15871527777777,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001012,Cancelled,Cancelled - Unsynchronized,76.15694444444445,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001014,Cancelled,Cancelled - Unsynchronized,76.14385416666667,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001017,Cancelled,Cancelled - Unsynchronized,76.15164351851851,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001018,Cancelled,Cancelled - Unsynchronized,76.14649305555555,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001019,Cancelled,Cancelled - Unsynchronized,76.15164351851851,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001020,Cancelled,Cancelled - Unsynchronized,76.1499537037037,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001021,Cancelled,Cancelled - Unsynchronized,76.14212962962964,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001023,Cancelled,Cancelled - Unsynchronized,76.14212962962964,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001024,Cancelled,Cancelled - Unsynchronized,76.14212962962964,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001025,Cancelled,Cancelled - Unsynchronized,76.14460648148147,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001033,Cancelled,Cancelled - Unsynchronized,80.47662037037037,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001036,Cancelled,Cancelled - Unsynchronized,103.62716435185185,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001042,Cancelled,Cancelled - Unsynchronized,103.6271412037037,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001043,Cancelled,Cancelled - Unsynchronized,55.42526620370371,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001046,In PO creation,On Hold,79.62495370370371,True,False,True,True,True,False,"inpo_on_hold_gt_4d,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001050,Cancelled,Cancelled - Unsynchronized,80.47660879629629,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001051,Cancelled,Cancelled - Unsynchronized,76.13915509259259,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001052,Cancelled,Cancelled - Unsynchronized,80.47660879629629,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001055,Cancelled,Cancelled - Unsynchronized,68.59975694444445,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,warning,CART0001056,Cancelled,Cancelled - Synchronized,13.46892361111111,True,True,False,True,True,False,cancelled_synchronized,instance_a_2026-01-27.xlsx,instance_b_2026-01-27.xlsx
2026-01-27,hard,CART0001058,In PO creation,On Hold,79.62498842592592,True,False,True,True,True,False,"inpo_on_hold_gt_4d,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001064,In PO creation,On Hold,79.62495370370371,True,False,True,True,True,False,"inpo_on_hold_gt_4d,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001065,Completed,Unequal values,7.349803240740741,True,True,True,False,True,False,completed_unequal_values,instance_a_2026-01-27.xlsx,instance_b_2026-01-27.xlsx
2026-01-27,hard,CART0001068,In PO creation,On Hold,79.62495370370371,True,False,True,True,True,False,"inpo_on_hold_gt_4d,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001079,Cancelled,Cancelled - Unsynchronized,80.47662037037037,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001080,Cancelled,Cancelled - Unsynchronized,80.47662037037037,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001082,Cancelled,Cancelled - Unsynchronized,80.47660879629629,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001083,Cancelled,Cancelled - Unsynchronized,80.47660879629629,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001084,Cancelled,Cancelled - Unsynchronized,80.47662037037037,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001086,Cancelled,Cancelled - Unsynchronized,80.47660879629629,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001087,Cancelled,Cancelled - Unsynchronized,80.47662037037037,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001088,Cancelled,Cancelled - Unsynchronized,80.47660879629629,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001089,Cancelled,Cancelled - Unsynchronized,80.47662037037037,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001091,Cancelled,Cancelled - Unsynchronized,80.47662037037037,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001095,In PO creation,On Hold,7.624965277777778,True,False,True,True,True,False,"inpo_on_hold_gt_4d,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001096,Cancelled,Cancelled - Unsynchronized,80.47660879629629,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001097,Cancelled,Cancelled - Unsynchronized,80.47662037037037,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001098,In PO creation,On Hold,7.6249768518518515,True,False,True,True,True,False,"inpo_on_hold_gt_4d,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001102,In PO creation,On Hold,79.62498842592592,True,False,True,True,True,False,"inpo_on_hold_gt_4d,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,warning,CART0001105,Cancelled,Unequal values,63.36724537037037,True,False,False,True,True,False,"unknown_status_or_substatus,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001109,In PO creation,On Hold,79.62495370370371,True,False,True,True,True,False,"inpo_on_hold_gt_4d,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001110,Cancelled,Cancelled - Unsynchronized,80.47662037037037,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,warning,CART0001114,Cancelled,Unequal values,52.48863425925926,True,False,False,True,True,False,"unknown_status_or_substatus,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001115,Cancelled,Cancelled - Unsynchronized,95.53269675925925,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001116,Cancelled,Cancelled - Unsynchronized,94.72473379629629,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001117,Cancelled,Cancelled - Unsynchronized,94.7235300925926,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001118,Cancelled,Cancelled - Unsynchronized,94.72289351851852,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001119,Cancelled,Cancelled - Unsynchronized,94.72166666666666,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001120,Cancelled,Cancelled - Unsynchronized,94.71996527777777,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001121,Cancelled,Cancelled - Unsynchronized,94.7188425925926,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001123,Cancelled,Cancelled - Unsynchronized,94.71804398148149,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001124,Cancelled,Cancelled - Unsynchronized,94.71702546296297,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001127,Cancelled,Cancelled - Unsynchronized,94.67189814814814,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001131,Cancelled,Cancelled - Unsynchronized,94.67113425925926,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001132,In PO creation,On Hold,79.62495370370371,True,False,True,True,True,False,"inpo_on_hold_gt_4d,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001142,Cancelled,Cancelled - Unsynchronized,94.67037037037036,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001143,Cancelled,Cancelled - Unsynchronized,94.6682175925926,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001144,Cancelled,Cancelled - Unsynchronized,94.66820601851852,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001145,Cancelled,Cancelled - Unsynchronized,94.66608796296296,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001146,Cancelled,Cancelled - Unsynchronized,94.66453703703704,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001148,Cancelled,Cancelled - Unsynchronized,94.66278935185186,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001149,Cancelled,Cancelled - Unsynchronized,94.66196759259259,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001150,Cancelled,Cancelled - Unsynchronized,94.66133101851852,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001151,Cancelled,Cancelled - Unsynchronized,76.1277662037037,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001153,In PO creation,On Hold,7.6249768518518515,True,False,True,True,True,False,"inpo_on_hold_gt_4d,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001154,In PO creation,On Hold,7.6249768518518515,True,False,True,True,True,False,"inpo_on_hold_gt_4d,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001156,Completed,Missing PO copy,12.741608796296296,True,True,True,False,True,False,completed_missing_po_copy,instance_a_2026-01-27.xlsx,instance_b_2026-01-27.xlsx
2026-01-27,hard,CART0001159,Completed,Unequal values,38.6021875,True,True,True,False,True,False,completed_unequal_values,instance_a_2026-01-27.xlsx,instance_b_2026-01-27.xlsx
2026-01-27,hard,CART0001160,Completed,Unequal values,38.60207175925926,True,True,True,False,True,False,completed_unequal_values,instance_a_2026-01-27.xlsx,instance_b_2026-01-27.xlsx
2026-01-27,hard,CART0001163,In Preparation,On Hold,100.625,True,False,True,True,True,False,"inprep_on_hold_gt_30d,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001165,In PO creation,On Hold,79.62496527777778,True,False,True,True,True,False,"inpo_on_hold_gt_4d,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001178,Cancelled,Cancelled - Unsynchronized,80.47660879629629,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001184,In PO creation,On Hold,79.62494212962963,True,False,True,True,True,False,"inpo_on_hold_gt_4d,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001193,Cancelled,Cancelled - Unsynchronized,103.30215277777778,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001194,In PO creation,On Hold,79.625,True,False,True,True,True,False,"inpo_on_hold_gt_4d,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001196,Cancelled,Cancelled - Unsynchronized,97.45914351851852,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001206,Cancelled,Cancelled - Unsynchronized,77.61162037037037,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001207,In PO creation,On Hold,6.356875,True,False,True,True,True,False,"inpo_on_hold_gt_4d,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001208,Completed,Unequal values,35.65011574074074,True,True,True,False,True,False,completed_unequal_values,instance_a_2026-01-27.xlsx,instance_b_2026-01-27.xlsx
2026-01-27,hard,CART0001209,Completed,Unequal values,20.82238425925926,True,True,True,False,True,False,completed_unequal_values,instance_a_2026-01-27.xlsx,instance_b_2026-01-27.xlsx
2026-01-27,hard,CART0001211,In PO creation,On Hold,79.62495370370371,True,False,True,True,True,False,"inpo_on_hold_gt_4d,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001222,Completed,Unequal values,10.455509259259259,True,True,True,False,True,False,completed_unequal_values,instance_a_2026-01-27.xlsx,instance_b_2026-01-27.xlsx
2026-01-27,hard,CART0001224,Completed,Unequal values,10.448032407407407,True,True,True,False,True,False,completed_unequal_values,instance_a_2026-01-27.xlsx,instance_b_2026-01-27.xlsx
2026-01-27,hard,CART0001227,Cancelled,Cancelled - Unsynchronized,73.55554398148148,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001231,Cancelled,Cancelled - Unsynchronized,98.56064814814815,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001233,Cancelled,Cancelled - Unsynchronized,101.5051388888889,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001241,Cancelled,Cancelled - Unsynchronized,77.63938657407408,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,warning,CART0001245,Cancelled,Unequal values,77.64666666666666,True,False,False,True,True,False,"unknown_status_or_substatus,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001246,Completed,Unequal values,10.44875,True,True,True,False,True,False,completed_unequal_values,instance_a_2026-01-27.xlsx,instance_b_2026-01-27.xlsx
2026-01-27,hard,CART0001247,Completed,Unequal values,10.457997685185186,True,True,True,False,True,False,completed_unequal_values,instance_a_2026-01-27.xlsx,instance_b_2026-01-27.xlsx
2026-01-27,hard,CART0001249,Cancelled,Cancelled - Unsynchronized,76.12623842592592,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,warning,CART0001258,Cancelled,Unequal values,60.289791666666666,True,False,False,True,True,False,"unknown_status_or_substatus,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001264,Cancelled,Cancelled - Unsynchronized,97.65543981481481,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001265,Cancelled,Cancelled - Unsynchronized,94.29178240740741,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001266,Cancelled,Cancelled - Unsynchronized,91.66881944444444,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001270,In PO creation,On Hold,7.6249768518518515,True,False,True,True,True,False,"inpo_on_hold_gt_4d,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001274,Cancelled,Cancelled - Unsynchronized,97.39004629629629,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001277,Cancelled,Cancelled - Unsynchronized,76.13915509259259,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001279,In PO creation,On Hold,9.624988425925926,True,False,True,True,True,False,"inpo_on_hold_gt_4d,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001280,Cancelled,Cancelled - Unsynchronized,52.719606481481485,True,False,True,True,True,False,"cancelled_unsynchronized,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001281,In PO creation,On Hold,7.6249768518518515,True,False,True,True,True,False,"inpo_on_hold_gt_4d,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001282,In Preparation,On Hold,93.62498842592592,True,False,True,True,True,False,"inprep_on_hold_gt_30d,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001283,In PO creation,On Hold,79.62494212962963,True,False,True,True,True,False,"inpo_on_hold_gt_4d,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001284,Completed,Unequal values,35.64574074074074,True,True,True,False,True,False,completed_unequal_values,instance_a_2026-01-27.xlsx,instance_b_2026-01-27.xlsx
2026-01-27,hard,CART0001285,In PO creation,On Hold,79.62496527777778,True,False,True,True,True,False,"inpo_on_hold_gt_4d,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001286,In PO creation,On Hold,79.62496527777778,True,False,True,True,True,False,"inpo_on_hold_gt_4d,missing_in_b",instance_a_2026-01-27.xlsx,
2026-01-27,hard,CART0001287,In PO creation,On Hold,79.62495370370371,True,False,True,True,True,False,"inpo_on_hold_gt_4d,missing_in_b",instance_a_2026-01-27.xlsx,
